"","evolution.generation","evolution.evaluated","tpsAuChamp","qPrésenceBrousse","fréquenceRéu","probaDenonce","probaDiscu","nbProTGMax","objective.om_stockMil","objective.om_charette","evolution.samples","qPrésenceBrousse.1","om_underTrees","tpsAuChamp.1","participants","fréquenceRéu.1","nombreBergers","probaDiscu.1","om_nbCoupe","probaDenonce.1","mySeed","om_delatMil","SPop","om_charette","om_stockMil","nbSurveillants","nbProTGMax.1","om_trees","coordinationRNA","engagésInitiaux","nbChampsVisités","om_delatArbres","SReprez","nbCoupeurs","om_caughtCutter"
"1657",33200,33200,59.4183501428598,1,2.87693045305536,100,84.1660126758661,36.0554678919653,51634.9839999943,25,7,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[91.67,89.85,89.64999999999999,89.45,88.08,90.23,89.56]","[59.4183501428598,59.4183501428598,59.4183501428598,59.4183501428598,59.4183501428598,59.4183501428598,59.4183501428598]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[2.876930453055355,2.876930453055355,2.876930453055355,2.876930453055355,2.876930453055355,2.876930453055355,2.876930453055355]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[84.16601267586607,84.16601267586607,84.16601267586607,84.16601267586607,84.16601267586607,84.16601267586607,84.16601267586607]","[43.0,58.0,39.0,39.0,56.0,66.0,43.0]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[-1938421074,222763164,-1849657982,761721839,198147939,1688533542,1514863275]","[7613.224199996417,6618.32239999673,8169.425199996265,7694.729399996417,7893.421799996446,7835.141199996542,8582.960799996275]","[true,true,true,true,true,true,true]","[25.0,33.0,36.0,39.0,35.0,28.0,41.0]","[52764.538399994126,51634.98399999427,53194.22479999394,52257.22799999414,52307.80879999416,52358.38959999415,53596.86799999399]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[36.055467891965264,36.055467891965264,36.055467891965264,36.055467891965264,36.055467891965264,36.055467891965264,36.055467891965264]","[4516.0,4193.0,4490.0,4469.0,4534.0,4565.0,4195.0]","[true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[98.0,85.0,92.0,93.0,92.0,94.0,93.0]","[3981.0,3658.0,3955.0,3934.0,3999.0,4030.0,3660.0]","[false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[250.0,250.0,250.0,250.0,250.0,250.0,250.0]"
"1889",33200,33200,4.7007214692401,0.314893203699018,3.79631659650279,61.3873346977681,74.6737960878041,10.5315164104946,42518.671199998,47,5,"[0.3148932036990184,0.3148932036990184,0.3148932036990184,0.3148932036990184,0.3148932036990184]","[27.22,27.16,30.099999999999998,34.239999999999995,37.1]","[4.700721469240099,4.700721469240099,4.700721469240099,4.700721469240099,4.700721469240099]","[10.0,10.0,10.0,10.0,10.0]","[3.796316596502792,3.796316596502792,3.796316596502792,3.796316596502792,3.796316596502792]","[5.0,5.0,5.0,5.0,5.0]","[74.6737960878041,74.6737960878041,74.6737960878041,74.6737960878041,74.6737960878041]","[1507.0,1656.0,1522.0,1365.0,1190.0]","[61.38733469776811,61.38733469776811,61.38733469776811,61.38733469776811,61.38733469776811]","[1255177466,-1047474671,-2073846052,1393353208,-1918575590]","[-2435.202599999662,-1056.8757999993031,-1479.738799999599,-944.6966000001412,-372.0943999999945]","[true,true,true,true,true]","[55.0,48.0,47.0,51.0,47.0]","[42518.671199998025,44171.06079999825,43364.27199999808,44105.45599999766,45046.9599999978]","[1.0,1.0,1.0,1.0,1.0]","[10.53151641049459,10.53151641049459,10.53151641049459,10.53151641049459,10.53151641049459]","[173.0,184.0,217.0,309.0,333.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[91.0,88.0,91.0,96.0,92.0]","[-362.0,-351.0,-318.0,-226.0,-202.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[177.0,190.0,167.0,200.0,203.0]"
"1900",33200,33200,58.7573127539389,0.515738775223884,1,19.880983366485,100,40.3738192281132,42860.4671999983,38,5,"[0.5157387752238841,0.5157387752238841,0.5157387752238841,0.5157387752238841,0.5157387752238841]","[82.64,70.38,52.449999999999996,85.7,26.35]","[58.75731275393894,58.75731275393894,58.75731275393894,58.75731275393894,58.75731275393894]","[10.0,10.0,10.0,10.0,10.0]","[1.0,1.0,1.0,1.0,1.0]","[5.0,5.0,5.0,5.0,5.0]","[100.0,100.0,100.0,100.0,100.0]","[634.0,669.0,705.0,553.0,461.0]","[19.880983366485022,19.880983366485022,19.880983366485022,19.880983366485022,19.880983366485022]","[2101556394,1059855045,1740412053,-211727971,-311934086]","[6395.654199997036,2619.747399998603,2316.5129999991696,6400.036199997172,-1410.1275999993304]","[true,true,true,true,true]","[48.0,44.0,45.0,38.0,50.0]","[51280.66799999483,47389.451999996294,47641.604799996945,50817.92879999482,42860.467199998304]","[1.0,1.0,1.0,1.0,1.0]","[40.37381922811318,40.37381922811318,40.37381922811318,40.37381922811318,40.37381922811318]","[2854.0,1805.0,898.0,3623.0,161.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[90.0,91.0,93.0,97.0,91.0]","[2319.0,1270.0,363.0,3088.0,-374.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[232.0,187.0,205.0,240.0,12.0]"
"2029",33200,33200,21.1151800301872,0.642555249095857,3.55126943230457,0,39.0050492222568,35.2190781845797,41932.234399998,44,6,"[0.6425552490958567,0.6425552490958567,0.6425552490958567,0.6425552490958567,0.6425552490958567,0.6425552490958567]","[28.09,31.2,25.419999999999998,27.33,27.0,25.2]","[21.115180030187247,21.115180030187247,21.115180030187247,21.115180030187247,21.115180030187247,21.115180030187247]","[10.0,10.0,10.0,10.0,10.0,10.0]","[3.551269432304575,3.551269432304575,3.551269432304575,3.551269432304575,3.551269432304575,3.551269432304575]","[5.0,5.0,5.0,5.0,5.0,5.0]","[39.00504922225675,39.00504922225675,39.00504922225675,39.00504922225675,39.00504922225675,39.00504922225675]","[800.0,905.0,932.0,876.0,899.0,885.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[-865359594,1925316325,-366577015,958825212,1579473102,-631584037]","[-2392.5719999996873,-1738.214199999442,-1593.6081999993257,-2225.6177999994325,-3569.4519999997647,-2153.1895999993358]","[true,true,true,true,true,true]","[44.0,49.0,53.0,48.0,49.0,54.0]","[42349.40079999806,44112.467199998086,43533.7927999983,43140.41439999827,41932.23439999796,42775.080799998315]","[1.0,1.0,1.0,1.0,1.0,1.0]","[35.219078184579665,35.219078184579665,35.219078184579665,35.219078184579665,35.219078184579665,35.219078184579665]","[208.0,204.0,151.0,186.0,189.0,155.0]","[true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0]","[96.0,90.0,93.0,92.0,89.0,96.0]","[-327.0,-331.0,-384.0,-349.0,-346.0,-380.0]","[false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0]","[44.0,17.0,57.0,78.0,42.0,69.0]"
"2054",33200,33200,62.8637458825104,0.676290757129892,3.09296327594625,99.2870762407636,82.639139811339,49.9652567706733,51907.669599994,25,5,"[0.6762907571298923,0.6762907571298923,0.6762907571298923,0.6762907571298923,0.6762907571298923]","[92.0,92.39,92.51,90.10000000000001,91.97]","[62.86374588251042,62.86374588251042,62.86374588251042,62.86374588251042,62.86374588251042]","[10.0,10.0,10.0,10.0,10.0]","[3.092963275946251,3.092963275946251,3.092963275946251,3.092963275946251,3.092963275946251]","[5.0,5.0,5.0,5.0,5.0]","[82.63913981133902,82.63913981133902,82.63913981133902,82.63913981133902,82.63913981133902]","[83.0,95.0,95.0,73.0,85.0]","[99.28707624076355,99.28707624076355,99.28707624076355,99.28707624076355,99.28707624076355]","[-1653316342,-1471315418,-74553616,-606834817,-364256148]","[9931.80299999607,9156.940199995945,6509.210599996331,7110.483599996602,7453.594199996151]","[true,true,true,true,true]","[36.0,28.0,32.0,25.0,33.0]","[54572.927199993755,54067.870399993604,51907.66959999398,52305.80559999429,53151.656799993856]","[1.0,1.0,1.0,1.0,1.0]","[49.965256770673335,49.965256770673335,49.965256770673335,49.965256770673335,49.965256770673335]","[5330.0,5224.0,5258.0,5141.0,5353.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[88.0,92.0,92.0,93.0,92.0]","[4795.0,4689.0,4723.0,4606.0,4818.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[250.0,249.0,250.0,250.0,249.0]"
"2110",33200,33200,76.8741116462901,0.795301134112977,1.83859110606582,78.3381340156854,66.7832351510127,40.5511636254851,51590.4127999943,28,5,"[0.795301134112977,0.795301134112977,0.795301134112977,0.795301134112977,0.795301134112977]","[88.92,87.12,88.99000000000001,87.2,87.98]","[76.87411164629012,76.87411164629012,76.87411164629012,76.87411164629012,76.87411164629012]","[10.0,10.0,10.0,10.0,10.0]","[1.8385911060658164,1.8385911060658164,1.8385911060658164,1.8385911060658164,1.8385911060658164]","[5.0,5.0,5.0,5.0,5.0]","[66.78323515101272,66.78323515101272,66.78323515101272,66.78323515101272,66.78323515101272]","[84.0,75.0,61.0,69.0,77.0]","[78.33813401568544,78.33813401568544,78.33813401568544,78.33813401568544,78.33813401568544]","[1058383170,1601074009,-231621902,-1658686920,1620858433]","[6620.951599996668,8418.322799996546,7049.7615999966365,8337.067999996667,6044.342999996596]","[true,true,true,true,true]","[28.0,34.0,34.0,36.0,41.0]","[51772.20319999434,52543.435199994274,52112.49679999442,52974.12319999437,51590.41279999432]","[1.0,1.0,1.0,1.0,1.0]","[40.55116362548512,40.55116362548512,40.55116362548512,40.55116362548512,40.55116362548512]","[4327.0,4120.0,4553.0,3864.0,3978.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[94.0,90.0,90.0,96.0,92.0]","[3792.0,3585.0,4018.0,3329.0,3443.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[250.0,249.0,250.0,247.0,249.0]"
"2118",33200,33200,13.9242803825768,0.387327035860672,10,52.8741575318326,34.6863608739405,30.6664298538646,45925.3631999976,31,5,"[0.38732703586067235,0.38732703586067235,0.38732703586067235,0.38732703586067235,0.38732703586067235]","[41.42,53.790000000000006,61.46,52.09,65.07]","[13.924280382576818,13.924280382576818,13.924280382576818,13.924280382576818,13.924280382576818]","[10.0,10.0,10.0,10.0,10.0]","[10.0,10.0,10.0,10.0,10.0]","[5.0,5.0,5.0,5.0,5.0]","[34.6863608739405,34.6863608739405,34.6863608739405,34.6863608739405,34.6863608739405]","[1755.0,1596.0,1406.0,1632.0,1316.0]","[52.87415753183258,52.87415753183258,52.87415753183258,52.87415753183258,52.87415753183258]","[669436006,914702521,-526906601,-1537582482,1899829600]","[780.9975999999297,1430.8481999991636,3629.610599998661,2443.6535999991975,3862.1069999985048]","[true,true,true,true,true]","[50.0,51.0,45.0,34.0,31.0]","[45925.363199997606,46916.44639999687,48728.090399996174,46929.967999996974,48387.045599996214]","[1.0,1.0,1.0,1.0,1.0]","[30.666429853864585,30.666429853864585,30.666429853864585,30.666429853864585,30.666429853864585]","[491.0,834.0,1032.0,752.0,1331.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[95.0,95.0,91.0,93.0,96.0]","[-44.0,299.0,497.0,217.0,796.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[196.0,194.0,199.0,184.0,204.0]"
"2122",33200,33200,83.3454324412532,0.441958956018772,6.501981989901,40.2002880488997,84.5905458616168,50,51438.4199999941,21,6,"[0.4419589560187717,0.4419589560187717,0.4419589560187717,0.4419589560187717,0.4419589560187717,0.4419589560187717]","[93.67999999999999,93.35,92.7,94.5,94.19,94.59]","[83.34543244125315,83.34543244125315,83.34543244125315,83.34543244125315,83.34543244125315,83.34543244125315]","[10.0,10.0,10.0,10.0,10.0,10.0]","[6.501981989901004,6.501981989901004,6.501981989901004,6.501981989901004,6.501981989901004,6.501981989901004]","[5.0,5.0,5.0,5.0,5.0,5.0]","[84.59054586161683,84.59054586161683,84.59054586161683,84.59054586161683,84.59054586161683,84.59054586161683]","[271.0,299.0,323.0,238.0,255.0,323.0]","[40.200288048899665,40.200288048899665,40.200288048899665,40.200288048899665,40.200288048899665,40.200288048899665]","[576137262,-1061027848,-414705770,-708282253,-413493698,-1463472486]","[8411.374199995873,7885.972399996019,7946.130999996254,7307.736199996107,5516.750199996277,8461.704599996003]","[true,true,true,true,true,true]","[22.0,29.0,34.0,31.0,40.0,21.0]","[53773.39999999362,53355.73279999369,53401.55599999387,53062.26399999377,51438.41999999406,53221.518399993794]","[1.0,1.0,1.0,1.0,1.0,1.0]","[50.0,50.0,50.0,50.0,50.0,50.0]","[5636.0,5821.0,5500.0,5612.0,5531.0,5638.0]","[true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0]","[88.0,90.0,88.0,93.0,91.0,90.0]","[5101.0,5286.0,4965.0,5077.0,4996.0,5103.0]","[false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0]","[241.0,242.0,240.0,243.0,244.0,241.0]"
"2227",33200,33200,26.0905593853223,1,7.23951328942363,11.1116714729105,48.4349269473061,50,43736.3663999976,24,6,"[1.0,1.0,1.0,1.0,1.0,1.0]","[70.54,79.12,66.77,73.4,37.75,67.14]","[26.090559385322333,26.090559385322333,26.090559385322333,26.090559385322333,26.090559385322333,26.090559385322333]","[10.0,10.0,10.0,10.0,10.0,10.0]","[7.239513289423632,7.239513289423632,7.239513289423632,7.239513289423632,7.239513289423632,7.239513289423632]","[5.0,5.0,5.0,5.0,5.0,5.0]","[48.43492694730605,48.43492694730605,48.43492694730605,48.43492694730605,48.43492694730605,48.43492694730605]","[1680.0,989.0,1153.0,1521.0,1400.0,1244.0]","[11.111671472910484,11.111671472910484,11.111671472910484,11.111671472910484,11.111671472910484,11.111671472910484]","[-1321781694,1716177763,-1782926066,224422613,1308389978,-2023999014]","[2862.1345999982877,5124.9367999972455,3858.538799998176,4344.940799997814,-1428.1564000000726,4757.412199997976]","[true,true,true,true,true,true]","[38.0,24.0,42.0,40.0,50.0,32.0]","[48481.446399995824,50370.21359999504,49144.755999995956,49738.203999995574,43736.36639999765,49885.68959999577]","[1.0,1.0,1.0,1.0,1.0,1.0]","[50.0,50.0,50.0,50.0,50.0,50.0]","[1550.0,2167.0,1228.0,1669.0,368.0,1275.0]","[true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0]","[93.0,92.0,87.0,87.0,87.0,90.0]","[1015.0,1632.0,693.0,1134.0,-167.0,740.0]","[false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0]","[171.0,167.0,155.0,159.0,176.0,182.0]"
"2267",33200,33200,100,0.647845012005218,9.76454111792271,26.8679399876174,35.2646316265004,5,45947.3983999968,29,5,"[0.6478450120052184,0.6478450120052184,0.6478450120052184,0.6478450120052184,0.6478450120052184]","[54.94,52.42,44.84,52.17,44.190000000000005]","[100.0,100.0,100.0,100.0,100.0]","[10.0,10.0,10.0,10.0,10.0]","[9.76454111792271,9.76454111792271,9.76454111792271,9.76454111792271,9.76454111792271]","[5.0,5.0,5.0,5.0,5.0]","[35.264631626500424,35.264631626500424,35.264631626500424,35.264631626500424,35.264631626500424]","[298.0,333.0,647.0,328.0,617.0]","[26.867939987617362,26.867939987617362,26.867939987617362,26.867939987617362,26.867939987617362]","[-654045708,1938736612,-1423550384,-1633849748,-2083902617]","[828.5109999990818,856.6183999994391,2248.904999999868,582.2425999993284,1627.0365999997302]","[true,true,true,true,true]","[41.0,29.0,46.0,45.0,36.0]","[45947.39839999678,45953.15759999724,46608.704799997555,46490.51599999704,46441.43759999749]","[1.0,1.0,1.0,1.0,1.0]","[5.0,5.0,5.0,5.0,5.0]","[816.0,759.0,539.0,730.0,547.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[90.0,94.0,92.0,90.0,94.0]","[281.0,224.0,4.0,195.0,12.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[231.0,213.0,186.0,218.0,193.0]"
"2303",33200,33200,84.9975532519361,0.154734242323121,3.94693539559331,94.5532224716649,32.2924098026901,31.2172108029706,42511.159199998,30,6,"[0.15473424232312138,0.15473424232312138,0.15473424232312138,0.15473424232312138,0.15473424232312138,0.15473424232312138]","[25.790000000000003,26.479999999999997,30.080000000000002,28.46,27.08,82.66]","[84.99755325193613,84.99755325193613,84.99755325193613,84.99755325193613,84.99755325193613,84.99755325193613]","[10.0,10.0,10.0,10.0,10.0,10.0]","[3.9469353955933135,3.9469353955933135,3.9469353955933135,3.9469353955933135,3.9469353955933135,3.9469353955933135]","[5.0,5.0,5.0,5.0,5.0,5.0]","[32.29240980269006,32.29240980269006,32.29240980269006,32.29240980269006,32.29240980269006,32.29240980269006]","[786.0,773.0,699.0,748.0,706.0,163.0]","[94.55322247166492,94.55322247166492,94.55322247166492,94.55322247166492,94.55322247166492,94.55322247166492]","[-1417270712,2032473571,1373603246,314250555,1402407896,-2035114806]","[-2567.8519999993223,-1545.0305999993652,-703.3109999993467,-3158.9211999998006,-1306.0863999992944,6558.163799997259]","[true,true,true,true,true,true]","[53.0,57.0,43.0,48.0,51.0,30.0]","[43145.17199999831,43310.686399998354,44139.25999999822,42511.159199998016,43572.35439999836,51257.88159999493]","[1.0,1.0,1.0,1.0,1.0,1.0]","[31.21721080297062,31.21721080297062,31.21721080297062,31.21721080297062,31.21721080297062,31.21721080297062]","[160.0,160.0,200.0,192.0,178.0,2938.0]","[true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0]","[87.0,92.0,89.0,87.0,90.0,96.0]","[-375.0,-375.0,-335.0,-343.0,-357.0,2403.0]","[false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0]","[106.0,116.0,117.0,49.0,84.0,245.0]"
"2304",33200,33200,100,0.690598300152031,4.96695032770984,86.3821586930197,33.2374137985176,17.3810994862341,43571.1023999983,35,5,"[0.6905983001520314,0.6905983001520314,0.6905983001520314,0.6905983001520314,0.6905983001520314]","[27.839999999999996,74.58,36.4,74.41,76.25]","[100.0,100.0,100.0,100.0,100.0]","[10.0,10.0,10.0,10.0,10.0]","[4.966950327709844,4.966950327709844,4.966950327709844,4.966950327709844,4.966950327709844]","[5.0,5.0,5.0,5.0,5.0]","[33.237413798517636,33.237413798517636,33.237413798517636,33.237413798517636,33.237413798517636]","[541.0,40.0,472.0,55.0,31.0]","[86.38215869301968,86.38215869301968,86.38215869301968,86.38215869301968,86.38215869301968]","[-1252612247,774063871,-76986620,-140746732,-1681340926]","[-1497.078999999394,4188.878999997825,-664.5615999997026,3873.9383999979837,4909.717999997934]","[true,true,true,true,true]","[52.0,44.0,49.0,38.0,35.0]","[43571.1023999983,50366.958399995296,43790.95359999796,49204.10079999562,49272.71039999555]","[1.0,1.0,1.0,1.0,1.0]","[17.381099486234056,17.381099486234056,17.381099486234056,17.381099486234056,17.381099486234056]","[167.0,2094.0,425.0,2020.0,2258.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[89.0,90.0,91.0,93.0,93.0]","[-368.0,1559.0,-110.0,1485.0,1723.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[77.0,250.0,162.0,247.0,250.0]"
"2349",33200,33200,37.0359025800338,0.345146675442821,3.33511392919003,9.98475037806193,62.6455747534775,38.120817312704,43470.9423999982,42,5,"[0.3451466754428209,0.3451466754428209,0.3451466754428209,0.3451466754428209,0.3451466754428209]","[28.63,39.45,29.81,28.53,29.720000000000002]","[37.03590258003382,37.03590258003382,37.03590258003382,37.03590258003382,37.03590258003382]","[10.0,10.0,10.0,10.0,10.0]","[3.3351139291900296,3.3351139291900296,3.3351139291900296,3.3351139291900296,3.3351139291900296]","[5.0,5.0,5.0,5.0,5.0]","[62.645574753477455,62.645574753477455,62.645574753477455,62.645574753477455,62.645574753477455]","[1366.0,1183.0,1078.0,1179.0,1075.0]","[9.984750378061932,9.984750378061932,9.984750378061932,9.984750378061932,9.984750378061932]","[1096944378,1519703897,-1343107290,1385676861,638888108]","[-877.9023999994024,-965.9179999998596,-716.3317999994542,-1115.84499999931,-1854.5249999994267]","[true,true,true,true,true]","[55.0,42.0,56.0,51.0,47.0]","[43848.29519999828,44203.6127999979,44423.96479999825,43808.481599998406,43470.942399998225]","[1.0,1.0,1.0,1.0,1.0]","[38.12081731270399,38.12081731270399,38.12081731270399,38.12081731270399,38.12081731270399]","[212.0,467.0,248.0,225.0,236.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[93.0,91.0,96.0,92.0,89.0]","[-323.0,-68.0,-287.0,-310.0,-299.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[152.0,156.0,156.0,132.0,138.0]"
"2462",33200,33200,48.47262071138,0.255203826323984,1.70139896615684,26.1640486396618,73.1732807029647,7.17579539045434,42950.6111999981,48,5,"[0.25520382632398364,0.25520382632398364,0.25520382632398364,0.25520382632398364,0.25520382632398364]","[36.02,50.970000000000006,34.43,51.22,26.650000000000002]","[48.47262071137997,48.47262071137997,48.47262071137997,48.47262071137997,48.47262071137997]","[10.0,10.0,10.0,10.0,10.0]","[1.7013989661568436,1.7013989661568436,1.7013989661568436,1.7013989661568436,1.7013989661568436]","[5.0,5.0,5.0,5.0,5.0]","[73.17328070296475,73.17328070296475,73.17328070296475,73.17328070296475,73.17328070296475]","[961.0,695.0,839.0,674.0,1007.0]","[26.164048639661786,26.164048639661786,26.164048639661786,26.164048639661786,26.164048639661786]","[1552216701,-1948714214,-1150598204,1992820318,879142393]","[-1732.267199999682,1155.4707999995153,-189.67799999970157,864.7563999995837,-2442.4641999996384]","[true,true,true,true,true]","[54.0,50.0,48.0,51.0,55.0]","[43601.65119999797,45867.77119999717,44145.5199999979,45722.28879999719,42950.611199998064]","[1.0,1.0,1.0,1.0,1.0]","[7.175795390454338,7.175795390454338,7.175795390454338,7.175795390454338,7.175795390454338]","[373.0,723.0,331.0,744.0,170.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[91.0,92.0,94.0,94.0,90.0]","[-162.0,188.0,-204.0,209.0,-365.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[197.0,210.0,182.0,213.0,199.0]"
"2501",33200,33200,62.5413471530058,0.684001240127237,3.6979645648729,45.5181207492027,15.261796609712,13.0032742720593,42468.5911999982,42,5,"[0.6840012401272371,0.6840012401272371,0.6840012401272371,0.6840012401272371,0.6840012401272371]","[25.840000000000003,28.470000000000002,29.959999999999997,21.990000000000002,24.73]","[62.54134715300581,62.54134715300581,62.54134715300581,62.54134715300581,62.54134715300581]","[10.0,10.0,10.0,10.0,10.0]","[3.6979645648729007,3.6979645648729007,3.6979645648729007,3.6979645648729007,3.6979645648729007]","[5.0,5.0,5.0,5.0,5.0]","[15.261796609711968,15.261796609711968,15.261796609711968,15.261796609711968,15.261796609711968]","[357.0,332.0,351.0,255.0,361.0]","[45.518120749202694,45.518120749202694,45.518120749202694,45.518120749202694,45.518120749202694]","[-1019905423,2093804544,-685054723,847212655,-1551068244]","[-2495.736799999395,-2076.942799999495,-2137.4769999994605,-1660.903199999353,-2839.9741999993857]","[true,true,true,true,true]","[52.0,49.0,42.0,59.0,54.0]","[42870.983999998345,43120.63279999823,43334.474399998195,42645.12319999833,42468.59119999818]","[1.0,1.0,1.0,1.0,1.0]","[13.003274272059315,13.003274272059315,13.003274272059315,13.003274272059315,13.003274272059315]","[153.0,186.0,224.0,119.0,157.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[89.0,91.0,89.0,95.0,87.0]","[-382.0,-349.0,-311.0,-416.0,-378.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[8.0,15.0,10.0,10.0,15.0]"
"2538",33200,33200,72.5222570107286,0.209046889133379,5.78262492782399,31.8528478757428,60.9752608260543,21.1787028820832,47231.1991999967,23,5,"[0.209046889133379,0.209046889133379,0.209046889133379,0.209046889133379,0.209046889133379]","[78.43,55.489999999999995,79.14999999999999,80.97999999999999,80.7]","[72.52225701072862,72.52225701072862,72.52225701072862,72.52225701072862,72.52225701072862]","[10.0,10.0,10.0,10.0,10.0]","[5.782624927823987,5.782624927823987,5.782624927823987,5.782624927823987,5.782624927823987]","[5.0,5.0,5.0,5.0,5.0]","[60.975260826054345,60.975260826054345,60.975260826054345,60.975260826054345,60.975260826054345]","[529.0,1207.0,565.0,518.0,552.0]","[31.852847875742786,31.852847875742786,31.852847875742786,31.852847875742786,31.852847875742786]","[-1031428131,-564135019,1936954766,301492231,-1373059209]","[5209.634599997393,1635.5501999990665,5803.583399997267,6862.837999997049,7040.559399997241]","[true,true,true,true,true]","[40.0,46.0,23.0,42.0,36.0]","[50985.19599999514,47231.1991999967,51779.71519999497,51836.05519999466,51361.79759999496]","[1.0,1.0,1.0,1.0,1.0]","[21.178702882083215,21.178702882083215,21.178702882083215,21.178702882083215,21.178702882083215]","[2195.0,834.0,2276.0,2410.0,2261.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[91.0,89.0,90.0,90.0,97.0]","[1660.0,299.0,1741.0,1875.0,1726.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[224.0,178.0,212.0,240.0,223.0]"
"2632",33200,33200,68.4201785224921,0.0125525966414013,8.48085271680437,0,39.6625154822506,14.5361292055619,45070.9983999973,42,5,"[0.012552596641401294,0.012552596641401294,0.012552596641401294,0.012552596641401294,0.012552596641401294]","[44.07,46.62,48.88,48.72,45.300000000000004]","[68.42017852249214,68.42017852249214,68.42017852249214,68.42017852249214,68.42017852249214]","[10.0,10.0,10.0,10.0,10.0]","[8.480852716804367,8.480852716804367,8.480852716804367,8.480852716804367,8.480852716804367]","[5.0,5.0,5.0,5.0,5.0]","[39.66251548225059,39.66251548225059,39.66251548225059,39.66251548225059,39.66251548225059]","[844.0,785.0,846.0,755.0,873.0]","[0.0,0.0,0.0,0.0,0.0]","[1603059116,-1667558092,-2005139483,-670434227,-2123878570]","[-640.7110000003013,1470.6617999995142,1330.625599999461,968.4219999995694,916.2761999999348]","[true,true,true,true,true]","[52.0,45.0,47.0,43.0,42.0]","[45070.99839999735,46390.10559999734,46603.446399997076,45763.35439999713,46094.383199997596]","[1.0,1.0,1.0,1.0,1.0]","[14.536129205561851,14.536129205561851,14.536129205561851,14.536129205561851,14.536129205561851]","[544.0,680.0,704.0,655.0,629.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[93.0,95.0,92.0,91.0,88.0]","[9.0,145.0,169.0,120.0,94.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[190.0,184.0,189.0,180.0,172.0]"
